name;source;target;max_latency;bandwidth;availability;vnf_list;
d_1;Kiel;Duesseldorf;60000;28;0.99999;vnf_6,vnf_3,vnf_2,vnf_1
d_2;Hamburg;Koblenz;60000;1;0.99900;vnf_3,vnf_2,vnf_4
d_3;Muenster;Regensburg;60000;1;0.99900;vnf_8,vnf_4,vnf_2,vnf_5
d_4;Norden;Augsburg;5000;10;0.99999;vnf_1
d_5;Trier;Oldenburg;60000;28;0.99999;vnf_1,vnf_2,vnf_4,vnf_5
d_6;Wuerzburg;Chemnitz;60000;28;0.99999;vnf_4,vnf_2,vnf_6,vnf_7
d_7;Stuttgart;Muenster;40000;10;0.99900;vnf_4,vnf_5,vnf_2,vnf_6,vnf_8,vnf_7
d_8;Norden;Kiel;40000;10;0.99900;vnf_8,vnf_6,vnf_1,vnf_2
d_9;Muenchen;Ulm;30000;10;0.99999;vnf_2
d_10;Kassel;Dortmund;10000;10;0.99990;vnf_4,vnf_7
d_11;Chemnitz;Greifswald;60000;1;0.99900;vnf_5,vnf_6,vnf_1,vnf_7
d_12;Duesseldorf;Kassel;10000;10;0.99990;vnf_5
d_13;Koeln;Kiel;60000;28;0.99999;vnf_7,vnf_1,vnf_6,vnf_3
d_14;Braunschweig;Freiburg;10000;10;0.99990;vnf_4,vnf_2,vnf_8,vnf_1,vnf_5
d_15;Wuerzburg;Bremen;30000;10;0.99999;vnf_1,vnf_3,vnf_6,vnf_2
d_16;Osnabrueck;Trier;40000;10;0.99900;vnf_1,vnf_8,vnf_2,vnf_7,vnf_6
d_17;Saarbruecken;Magdeburg;60000;1;0.99900;vnf_7,vnf_6,vnf_8
d_18;Karlsruhe;Dresden;30000;10;0.99999;vnf_6
d_19;Stuttgart;Trier;30000;10;0.99999;vnf_5
d_20;Flensburg;Passau;40000;10;0.99900;vnf_1,vnf_4,vnf_5,vnf_7,vnf_6
d_21;Oldenburg;Braunschweig;10000;10;0.99990;vnf_1,vnf_8,vnf_3,vnf_7,vnf_6
d_22;Ulm;Norden;30000;10;0.99999;vnf_6,vnf_4,vnf_5,vnf_7,vnf_1,vnf_2
d_23;Siegen;Hannover;5000;10;0.99999;vnf_4,vnf_5,vnf_6,vnf_8,vnf_2
d_24;Hannover;Konstanz;60000;28;0.99999;vnf_8,vnf_2,vnf_5,vnf_4,vnf_7
d_25;Schwerin;Hamburg;10000;10;0.99990;vnf_5,vnf_4,vnf_1,vnf_8
d_26;Kempten;Kaiserslautern;5000;10;0.99999;vnf_6,vnf_4,vnf_5
d_27;Fulda;Regensburg;60000;1;0.99900;vnf_5
d_28;Darmstadt;Kempten;30000;10;0.99999;vnf_2
d_29;Schwerin;Koblenz;30000;10;0.99999;vnf_7
d_30;Muenchen;Nuernberg;60000;1;0.99900;vnf_4,vnf_8,vnf_7
d_31;Muenster;Bremen;60000;28;0.99999;vnf_1,vnf_7
d_32;Wesel;Kempten;30000;10;0.99999;vnf_7,vnf_2,vnf_8,vnf_1,vnf_4,vnf_3
d_33;Chemnitz;Osnabrueck;40000;10;0.99900;vnf_6,vnf_2,vnf_5
d_34;Passau;Koblenz;40000;10;0.99900;vnf_3,vnf_1,vnf_4,vnf_8,vnf_7
d_35;Bremerhaven;Duesseldorf;10000;10;0.99990;vnf_1
d_36;Greifswald;Leipzig;30000;10;0.99999;vnf_4,vnf_3,vnf_2,vnf_7,vnf_5
d_37;Hamburg;Schwerin;40000;10;0.99900;vnf_7,vnf_1,vnf_6,vnf_2
d_38;Magdeburg;Wuerzburg;40000;10;0.99900;vnf_6,vnf_1,vnf_3
d_39;Kiel;Dortmund;60000;1;0.99900;vnf_6,vnf_7,vnf_4,vnf_3
d_40;Flensburg;Muenchen;40000;10;0.99900;vnf_5,vnf_6,vnf_2,vnf_8,vnf_7
