name;source;target;max_latency;bandwidth;availability;vnf_list;
d_1;N13;N08;40000;10;0.99900;vnf_4,vnf_3,vnf_5,vnf_1,vnf_2,vnf_8
d_2;N23;N16;30000;10;0.99999;vnf_3,vnf_6,vnf_1,vnf_4,vnf_2
d_3;N15;N07;40000;10;0.99900;vnf_3,vnf_6,vnf_4,vnf_7,vnf_5,vnf_2
d_4;N12;N02;10000;10;0.99990;vnf_3,vnf_2,vnf_5,vnf_1,vnf_4,vnf_6
d_5;N07;N20;10000;10;0.99990;vnf_1
d_6;N16;N08;10000;10;0.99990;vnf_4
d_7;N07;N14;10000;10;0.99990;vnf_4,vnf_6,vnf_8
d_8;N08;N12;60000;79;0.99999;vnf_5,vnf_3
d_9;N10;N23;5000;10;0.99999;vnf_3,vnf_8,vnf_6,vnf_5,vnf_7
d_10;N12;N07;40000;10;0.99900;vnf_5,vnf_1,vnf_3
d_11;N20;N06;10000;10;0.99990;vnf_6
d_12;N02;N20;60000;79;0.99999;vnf_1
d_13;N11;N15;60000;79;0.99999;vnf_8,vnf_6,vnf_2,vnf_3,vnf_4
d_14;N07;N03;10000;10;0.99990;vnf_5,vnf_2,vnf_8
d_15;N08;N14;10000;10;0.99990;vnf_7,vnf_1,vnf_5,vnf_3,vnf_4,vnf_6
d_16;N25;N19;60000;1;0.99900;vnf_3,vnf_1,vnf_7,vnf_5,vnf_8,vnf_2
d_17;N14;N08;40000;10;0.99900;vnf_4,vnf_7,vnf_1,vnf_2,vnf_5,vnf_6
d_18;N16;N09;5000;10;0.99999;vnf_2,vnf_7,vnf_5
d_19;N12;N21;10000;10;0.99990;vnf_3
d_20;N07;N04;40000;10;0.99900;vnf_7,vnf_1,vnf_2
d_21;N19;N18;10000;10;0.99990;vnf_4,vnf_8,vnf_5,vnf_3,vnf_6,vnf_7
d_22;N03;N16;30000;10;0.99999;vnf_7,vnf_4,vnf_6,vnf_2
d_23;N04;N14;60000;1;0.99900;vnf_2,vnf_1,vnf_3,vnf_8
d_24;N22;N19;60000;1;0.99900;vnf_3,vnf_6,vnf_2,vnf_4
d_25;N15;N25;30000;10;0.99999;vnf_2
d_26;N25;N09;40000;10;0.99900;vnf_1,vnf_6,vnf_4
d_27;N20;N04;30000;10;0.99999;vnf_2
d_28;N02;N14;5000;10;0.99999;vnf_1,vnf_6,vnf_8,vnf_2,vnf_7,vnf_4
d_29;N22;N03;40000;10;0.99900;vnf_1,vnf_6,vnf_7,vnf_4,vnf_5
d_30;N17;N03;60000;1;0.99900;vnf_8,vnf_5,vnf_1
d_31;N03;N19;30000;10;0.99999;vnf_3,vnf_4
d_32;N25;N18;40000;10;0.99900;vnf_4,vnf_1,vnf_7
d_33;N04;N03;30000;10;0.99999;vnf_4,vnf_5,vnf_7,vnf_1
d_34;N11;N08;60000;79;0.99999;vnf_8
d_35;N16;N10;10000;10;0.99990;vnf_4,vnf_8,vnf_7
d_36;N14;N20;10000;10;0.99990;vnf_3,vnf_5,vnf_2,vnf_6,vnf_8
d_37;N15;N22;10000;10;0.99990;vnf_4,vnf_8,vnf_5
d_38;N14;N07;30000;10;0.99999;vnf_4,vnf_6,vnf_7,vnf_2
d_39;N18;N24;60000;79;0.99999;vnf_2,vnf_8
d_40;N20;N08;30000;10;0.99999;vnf_5
