name;source;target;max_latency;bandwidth;availability;vnf_list;
d_1;N22;N21;60000;1;0.99900;vnf_8,vnf_3,vnf_6
d_2;N03;N05;10000;10;0.99990;vnf_7,vnf_3,vnf_2
d_3;N11;N08;60000;1;0.99900;vnf_3,vnf_2,vnf_7,vnf_6
d_4;N17;N13;5000;10;0.99999;vnf_4,vnf_2,vnf_6,vnf_1
d_5;N06;N22;40000;10;0.99900;vnf_4,vnf_7,vnf_3,vnf_8,vnf_6
d_6;N22;N03;60000;79;0.99999;vnf_7,vnf_3,vnf_1,vnf_8
d_7;N07;N09;60000;1;0.99900;vnf_4,vnf_6,vnf_1,vnf_7,vnf_3,vnf_2
d_8;N03;N18;5000;10;0.99999;vnf_5
d_9;N20;N23;5000;10;0.99999;vnf_2,vnf_8
d_10;N12;N02;10000;10;0.99990;vnf_7,vnf_6,vnf_4,vnf_8
d_11;N14;N15;60000;1;0.99900;vnf_5,vnf_8,vnf_7
d_12;N22;N14;60000;1;0.99900;vnf_2,vnf_4,vnf_7,vnf_6,vnf_1,vnf_5
d_13;N12;N07;60000;79;0.99999;vnf_8,vnf_2,vnf_4,vnf_1,vnf_3
d_14;N07;N23;10000;10;0.99990;vnf_3
d_15;N14;N21;10000;10;0.99990;vnf_8
d_16;N06;N02;10000;10;0.99990;vnf_7,vnf_1,vnf_5
d_17;N15;N17;60000;79;0.99999;vnf_3,vnf_8,vnf_2,vnf_5
d_18;N06;N12;5000;10;0.99999;vnf_2,vnf_7,vnf_5,vnf_4,vnf_1
d_19;N11;N03;30000;10;0.99999;vnf_7,vnf_1,vnf_4,vnf_2,vnf_5
d_20;N10;N12;30000;10;0.99999;vnf_4,vnf_8,vnf_2,vnf_3,vnf_6,vnf_7
