name;source;target;max_latency;bandwidth;availability;vnf_list;
d_1;N7;N4;30000;10;0.99999;vnf_5
d_2;N10;N6;10000;10;0.99990;vnf_1,vnf_4
d_3;N10;N14;10000;10;0.99990;vnf_2,vnf_3,vnf_1
d_4;N3;N13;60000;1;0.99900;vnf_1,vnf_7,vnf_6,vnf_8,vnf_4
d_5;N8;N9;5000;10;0.99999;vnf_2,vnf_7,vnf_3,vnf_4,vnf_1
d_6;N6;N8;60000;61;0.99999;vnf_2,vnf_7
d_7;N6;N5;10000;10;0.99990;vnf_5,vnf_3,vnf_7,vnf_1,vnf_2,vnf_4
d_8;N14;N4;60000;61;0.99999;vnf_3,vnf_2,vnf_8,vnf_5,vnf_6,vnf_4
d_9;N11;N12;10000;10;0.99990;vnf_8
d_10;N7;N5;5000;10;0.99999;vnf_3,vnf_5,vnf_2,vnf_4,vnf_8
d_11;N11;N14;40000;10;0.99900;vnf_8,vnf_7,vnf_6,vnf_5,vnf_1,vnf_3
d_12;N8;N5;40000;10;0.99900;vnf_6,vnf_1,vnf_4,vnf_8
d_13;N13;N1;5000;10;0.99999;vnf_1
d_14;N13;N14;60000;1;0.99900;vnf_4,vnf_8,vnf_1,vnf_5,vnf_3,vnf_6
d_15;N1;N6;5000;10;0.99999;vnf_8
d_16;N6;N14;5000;10;0.99999;vnf_4,vnf_7
d_17;N1;N12;10000;10;0.99990;vnf_8,vnf_5,vnf_1,vnf_2,vnf_6,vnf_4
d_18;N13;N12;30000;10;0.99999;vnf_5,vnf_6,vnf_4,vnf_7
d_19;N9;N4;40000;10;0.99900;vnf_5,vnf_7,vnf_2,vnf_3,vnf_1
d_20;N10;N6;5000;10;0.99999;vnf_6,vnf_4,vnf_7,vnf_3,vnf_1,vnf_8
d_21;N11;N3;60000;1;0.99900;vnf_6
d_22;N14;N4;10000;10;0.99990;vnf_5,vnf_7,vnf_8,vnf_3,vnf_2,vnf_1
d_23;N3;N9;60000;1;0.99900;vnf_3,vnf_6
d_24;N8;N15;5000;10;0.99999;vnf_5,vnf_7,vnf_4,vnf_1,vnf_8,vnf_2
d_25;N12;N8;40000;10;0.99900;vnf_2,vnf_1,vnf_3,vnf_6,vnf_7,vnf_5
d_26;N10;N15;60000;1;0.99900;vnf_5
d_27;N9;N8;60000;1;0.99900;vnf_3,vnf_6,vnf_5,vnf_8
d_28;N12;N9;40000;10;0.99900;vnf_7,vnf_6,vnf_5,vnf_2,vnf_3,vnf_4
d_29;N5;N11;60000;61;0.99999;vnf_2,vnf_5,vnf_3,vnf_7,vnf_8
d_30;N12;N2;30000;10;0.99999;vnf_3,vnf_6
